Tile Identifier,Acquisition Date,Tile Grid Region,Tile Grid Horizontal,Tile Grid Vertical,Tile Production Date,Cloud Cover,Cloud Shadow,Snow Ice,Fill (No Data),Spacecraft Identifier,Sensor Identifier,Scene Count,Datum,Map Projection,Units,ARD Version,Level-1 Collection Number,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LR Corner Lat,LR Corner Long,LL Corner Lat,LL Corner Long,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LR Corner Lat dec,LR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,Display ID,Entity ID
LC08_CU_007014_20170207_20181201_C01_V01,2017/02/07,CU,7,14,2018/12/01,0.6694,0.1499,0.0448,94.5135,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20170207_20181201_C01_V01,LC08_CU_007014_20170207_C01_V01
LC08_CU_006013_20170212_20190430_C01_V01,2017/02/12,CU,6,13,2019/04/30,98.1629,1.2646,0.0777,30.1013,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170212_20190430_C01_V01,LC08_CU_006013_20170212_C01_V01
LC08_CU_006014_20170212_20190430_C01_V01,2017/02/12,CU,6,14,2019/04/30,93.9187,3.1697,0.0975,74.0388,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170212_20190430_C01_V01,LC08_CU_006014_20170212_C01_V01
LE07_CU_006013_20170213_20181201_C01_V01,2017/02/13,CU,6,13,2018/12/01,6.8455,2.6393,0,51.8101,LANDSAT_7,ETM,3,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20170213_20181201_C01_V01,LE07_CU_006013_20170213_C01_V01
LE07_CU_006014_20170213_20181201_C01_V01,2017/02/13,CU,6,14,2018/12/01,1.8922,1.1304,0,20.5578,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20170213_20181201_C01_V01,LE07_CU_006014_20170213_C01_V01
LE07_CU_007013_20170213_20181201_C01_V01,2017/02/13,CU,7,13,2018/12/01,52.5854,6.1155,0.0033,41.8973,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20170213_20181201_C01_V01,LE07_CU_007013_20170213_C01_V01
LE07_CU_007014_20170213_20181201_C01_V01,2017/02/13,CU,7,14,2018/12/01,64.9631,3.8771,0.0038,78.377,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20170213_20181201_C01_V01,LE07_CU_007014_20170213_C01_V01
LC08_CU_006014_20170214_20181123_C01_V01,2017/02/14,CU,6,14,2018/11/23,51.1444,17.7908,0.007,93.1731,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170214_20181123_C01_V01,LC08_CU_006014_20170214_C01_V01
LC08_CU_007013_20170214_20181201_C01_V01,2017/02/14,CU,7,13,2018/12/01,61.8783,2.709,0.0249,37.1366,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170214_20181201_C01_V01,LC08_CU_007013_20170214_C01_V01
LC08_CU_007014_20170214_20181201_C01_V01,2017/02/14,CU,7,14,2018/12/01,69.662,5.7367,0.0104,3.5815,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20170214_20181201_C01_V01,LC08_CU_007014_20170214_C01_V01
LE07_CU_007014_20170215_20181122_C01_V01,2017/02/15,CU,7,14,2018/11/22,0.3475,0.019,0.0029,96.3012,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20170215_20181122_C01_V01,LE07_CU_007014_20170215_C01_V01
LE07_CU_006013_20170220_20181123_C01_V01,2017/02/20,CU,6,13,2018/11/23,32.3338,5.1218,0.0001,42.7283,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20170220_20181123_C01_V01,LE07_CU_006013_20170220_C01_V01
LE07_CU_006014_20170220_20181127_C01_V01,2017/02/20,CU,6,14,2018/11/27,0.2895,0.0469,0,80.3248,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20170220_20181127_C01_V01,LE07_CU_006014_20170220_C01_V01
LC08_CU_006013_20170221_20190430_C01_V01,2017/02/21,CU,6,13,2019/04/30,0.1892,0.0075,0,36.4169,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170221_20190430_C01_V01,LC08_CU_006013_20170221_C01_V01
LC08_CU_006014_20170221_20190430_C01_V01,2017/02/21,CU,6,14,2019/04/30,0.1764,0.0065,0,2.7583,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170221_20190430_C01_V01,LC08_CU_006014_20170221_C01_V01
LC08_CU_007013_20170221_20181211_C01_V01,2017/02/21,CU,7,13,2018/12/11,0.2135,0.0419,0.0722,29.9279,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170221_20181211_C01_V01,LC08_CU_007013_20170221_C01_V01
LC08_CU_007014_20170221_20190430_C01_V01,2017/02/21,CU,7,14,2019/04/30,0.0072,0.0031,0,71.8829,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20170221_20190430_C01_V01,LC08_CU_007014_20170221_C01_V01
LE07_CU_006014_20170222_20181122_C01_V01,2017/02/22,CU,6,14,2018/11/22,0.2191,0,0,95.5149,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20170222_20181122_C01_V01,LE07_CU_006014_20170222_C01_V01
LE07_CU_007013_20170222_20181201_C01_V01,2017/02/22,CU,7,13,2018/12/01,51.2144,4.9711,0.0253,51.8854,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20170222_20181201_C01_V01,LE07_CU_007013_20170222_C01_V01
LE07_CU_007014_20170222_20181127_C01_V01,2017/02/22,CU,7,14,2018/11/27,1.0496,0.2341,0.0605,21.2964,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20170222_20181127_C01_V01,LE07_CU_007014_20170222_C01_V01
LC08_CU_007014_20170223_20181127_C01_V01,2017/02/23,CU,7,14,2018/11/27,0.2926,0.0741,0.0083,94.1437,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20170223_20181127_C01_V01,LC08_CU_007014_20170223_C01_V01
LC08_CU_006013_20170228_20190430_C01_V01,2017/02/28,CU,6,13,2019/04/30,15.7414,6.8941,0.0002,30.6725,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170228_20190430_C01_V01,LC08_CU_006013_20170228_C01_V01
LC08_CU_006014_20170228_20190430_C01_V01,2017/02/28,CU,6,14,2019/04/30,14.1476,5.7917,0.0001,74.6122,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170228_20190430_C01_V01,LC08_CU_006014_20170228_C01_V01
LE07_CU_006013_20170301_20181211_C01_V01,2017/03/01,CU,6,13,2018/12/11,0.0805,0.0063,0,51.2614,LANDSAT_7,ETM,3,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20170301_20181211_C01_V01,LE07_CU_006013_20170301_C01_V01
LE07_CU_006014_20170301_20181201_C01_V01,2017/03/01,CU,6,14,2018/12/01,0.2877,0.0131,0,20.3922,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20170301_20181201_C01_V01,LE07_CU_006014_20170301_C01_V01
LE07_CU_007013_20170301_20181211_C01_V01,2017/03/01,CU,7,13,2018/12/11,0.3799,0.0301,0.2597,42.5156,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20170301_20181211_C01_V01,LE07_CU_007013_20170301_C01_V01
LE07_CU_007014_20170301_20181201_C01_V01,2017/03/01,CU,7,14,2018/12/01,0.0179,0.0025,0,78.8021,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20170301_20181201_C01_V01,LE07_CU_007014_20170301_C01_V01
LC08_CU_006014_20170302_20181127_C01_V01,2017/03/02,CU,6,14,2018/11/27,0.0028,0,0,92.8933,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170302_20181127_C01_V01,LC08_CU_006014_20170302_C01_V01
LC08_CU_007013_20170302_20181201_C01_V01,2017/03/02,CU,7,13,2018/12/01,0.4519,0.0917,0.3522,36.6614,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170302_20181201_C01_V01,LC08_CU_007013_20170302_C01_V01
LC08_CU_007014_20170302_20181201_C01_V01,2017/03/02,CU,7,14,2018/12/01,0.2461,0.068,0.0101,3.3849,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20170302_20181201_C01_V01,LC08_CU_007014_20170302_C01_V01
LE07_CU_006013_20170308_20181122_C01_V01,2017/03/08,CU,6,13,2018/11/22,6.242,1.5869,0,43.0015,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20170308_20181122_C01_V01,LE07_CU_006013_20170308_C01_V01
LE07_CU_006014_20170308_20181127_C01_V01,2017/03/08,CU,6,14,2018/11/27,0.4143,0.0261,0,80.5888,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20170308_20181127_C01_V01,LE07_CU_006014_20170308_C01_V01
LC08_CU_006013_20170309_20190430_C01_V01,2017/03/09,CU,6,13,2019/04/30,0.08,0.0136,0,36.2837,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170309_20190430_C01_V01,LC08_CU_006013_20170309_C01_V01
LC08_CU_006014_20170309_20190430_C01_V01,2017/03/09,CU,6,14,2019/04/30,0.3428,0.0594,0,2.7123,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170309_20190430_C01_V01,LC08_CU_006014_20170309_C01_V01
LC08_CU_007013_20170309_20181201_C01_V01,2017/03/09,CU,7,13,2018/12/01,0.1768,0.0437,0.0015,30.0716,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170309_20181201_C01_V01,LC08_CU_007013_20170309_C01_V01
LC08_CU_007014_20170309_20190430_C01_V01,2017/03/09,CU,7,14,2019/04/30,0.0105,0.0051,0,72.0219,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20170309_20190430_C01_V01,LC08_CU_007014_20170309_C01_V01
LE07_CU_006014_20170310_20181122_C01_V01,2017/03/10,CU,6,14,2018/11/22,0.2189,0,0,95.4125,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20170310_20181122_C01_V01,LE07_CU_006014_20170310_C01_V01
LE07_CU_007013_20170310_20181203_C01_V01,2017/03/10,CU,7,13,2018/12/03,0.2372,0.0532,0.033,51.7388,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20170310_20181203_C01_V01,LE07_CU_007013_20170310_C01_V01
LE07_CU_007014_20170310_20181127_C01_V01,2017/03/10,CU,7,14,2018/11/27,0.2263,0.0521,0.0027,21.2421,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20170310_20181127_C01_V01,LE07_CU_007014_20170310_C01_V01
LC08_CU_007014_20170311_20181127_C01_V01,2017/03/11,CU,7,14,2018/11/27,0.0884,0.0487,0,94.1071,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20170311_20181127_C01_V01,LC08_CU_007014_20170311_C01_V01
LC08_CU_006013_20170316_20190430_C01_V01,2017/03/16,CU,6,13,2019/04/30,0.0032,0.0009,0,30.4079,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170316_20190430_C01_V01,LC08_CU_006013_20170316_C01_V01
LC08_CU_006014_20170316_20190430_C01_V01,2017/03/16,CU,6,14,2019/04/30,0.5065,0.0978,0,74.3383,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170316_20190430_C01_V01,LC08_CU_006014_20170316_C01_V01
LC08_CU_006014_20170318_20181127_C01_V01,2017/03/18,CU,6,14,2018/11/27,0,0,0,93.1202,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170318_20181127_C01_V01,LC08_CU_006014_20170318_C01_V01
LC08_CU_007013_20170318_20181204_C01_V01,2017/03/18,CU,7,13,2018/12/04,0.122,0.0333,0,37.033,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170318_20181204_C01_V01,LC08_CU_007013_20170318_C01_V01
LC08_CU_007014_20170318_20181127_C01_V01,2017/03/18,CU,7,14,2018/11/27,0.0716,0.0222,0.0001,3.5413,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20170318_20181127_C01_V01,LC08_CU_007014_20170318_C01_V01
LE07_CU_007014_20170319_20181122_C01_V01,2017/03/19,CU,7,14,2018/11/22,0.3088,0.0057,0,96.1165,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20170319_20181122_C01_V01,LE07_CU_007014_20170319_C01_V01
LE07_CU_006013_20170324_20181122_C01_V01,2017/03/24,CU,6,13,2018/11/22,0.0312,0.0018,0,43.0264,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20170324_20181122_C01_V01,LE07_CU_006013_20170324_C01_V01
LE07_CU_006014_20170324_20181127_C01_V01,2017/03/24,CU,6,14,2018/11/27,0.5008,0.0259,0,80.5854,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20170324_20181127_C01_V01,LE07_CU_006014_20170324_C01_V01
LC08_CU_006013_20170325_20190430_C01_V01,2017/03/25,CU,6,13,2019/04/30,14.8343,3.1129,0,36.6008,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170325_20190430_C01_V01,LC08_CU_006013_20170325_C01_V01
