,Tile Identifier,Acquisition Date,Tile Grid Region,Tile Grid Horizontal,Tile Grid Vertical,Tile Production Date,Cloud Cover,Cloud Shadow,Snow Ice,Fill (No Data),Spacecraft Identifier,Sensor Identifier,Scene Count,Datum,Map Projection,Units,ARD Version,Level-1 Collection Number,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LR Corner Lat,LR Corner Long,LL Corner Lat,LL Corner Long,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LR Corner Lat dec,LR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,Display ID,Entity ID
92,LC08_CU_007013_20170318_20181204_C01_V01,2017/03/18,CU,7,13,2018/12/04,0.122,0.0333,0.0,37.033,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170318_20181204_C01_V01,LC08_CU_007013_20170318_C01_V01
93,LC08_CU_007014_20170318_20181127_C01_V01,2017/03/18,CU,7,14,2018/11/27,0.0716,0.0222,0.0001,3.5413,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20170318_20181127_C01_V01,LC08_CU_007014_20170318_C01_V01
97,LC08_CU_006013_20170325_20190430_C01_V01,2017/03/25,CU,6,13,2019/04/30,14.8343,3.1129,0.0,36.6008,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170325_20190430_C01_V01,LC08_CU_006013_20170325_C01_V01
98,LC08_CU_006014_20170325_20190430_C01_V01,2017/03/25,CU,6,14,2019/04/30,0.2338,0.0354,0.0,2.83,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170325_20190430_C01_V01,LC08_CU_006014_20170325_C01_V01
99,LC08_CU_007013_20170325_20181204_C01_V01,2017/03/25,CU,7,13,2018/12/04,0.1453,0.0345,0.0,29.7558,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170325_20181204_C01_V01,LC08_CU_007013_20170325_C01_V01
100,LC08_CU_007014_20170325_20190430_C01_V01,2017/03/25,CU,7,14,2019/04/30,0.0061,0.0022,0.0,71.6936,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20170325_20190430_C01_V01,LC08_CU_007014_20170325_C01_V01
101,LC08_CU_007014_20170327_20181127_C01_V01,2017/03/27,CU,7,14,2018/11/27,43.3253,0.9840000000000001,0.0,94.1579,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20170327_20181127_C01_V01,LC08_CU_007014_20170327_C01_V01
102,LC08_CU_006013_20170401_20190430_C01_V01,2017/04/01,CU,6,13,2019/04/30,46.1018,6.3094,0.0,30.7882,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170401_20190430_C01_V01,LC08_CU_006013_20170401_C01_V01
103,LC08_CU_006014_20170401_20190430_C01_V01,2017/04/01,CU,6,14,2019/04/30,10.1436,3.2851,0.0,74.7195,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170401_20190430_C01_V01,LC08_CU_006014_20170401_C01_V01
108,LC08_CU_006014_20170403_20181127_C01_V01,2017/04/03,CU,6,14,2018/11/27,0.0,0.0,0.0,92.81299999999999,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170403_20181127_C01_V01,LC08_CU_006014_20170403_C01_V01
109,LC08_CU_007013_20170403_20181201_C01_V01,2017/04/03,CU,7,13,2018/12/01,4.4376,3.2485,0.0001,36.5142,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170403_20181201_C01_V01,LC08_CU_007013_20170403_C01_V01
110,LC08_CU_007014_20170403_20181127_C01_V01,2017/04/03,CU,7,14,2018/11/27,0.1033,0.0264,0.0002,3.3269,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20170403_20181127_C01_V01,LC08_CU_007014_20170403_C01_V01
114,LC08_CU_006013_20170410_20190430_C01_V01,2017/04/10,CU,6,13,2019/04/30,2.7362,0.3484,0.0,35.7475,LANDSAT_8,OLI/TIRS,3,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170410_20190430_C01_V01,LC08_CU_006013_20170410_C01_V01
115,LC08_CU_006014_20170410_20190430_C01_V01,2017/04/10,CU,6,14,2019/04/30,5.3745,2.6561,0.0,2.5237,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170410_20190430_C01_V01,LC08_CU_006014_20170410_C01_V01
116,LC08_CU_007013_20170410_20181127_C01_V01,2017/04/10,CU,7,13,2018/11/27,13.2556,1.1048,0.0,30.6038,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170410_20181127_C01_V01,LC08_CU_007013_20170410_C01_V01
117,LC08_CU_007014_20170410_20190430_C01_V01,2017/04/10,CU,7,14,2019/04/30,17.8424,8.4991,0.0,72.5518,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20170410_20190430_C01_V01,LC08_CU_007014_20170410_C01_V01
121,LC08_CU_007014_20170412_20181127_C01_V01,2017/04/12,CU,7,14,2018/11/27,0.0397,0.0359,0.0,93.7277,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20170412_20181127_C01_V01,LC08_CU_007014_20170412_C01_V01
122,LC08_CU_006013_20170417_20190430_C01_V01,2017/04/17,CU,6,13,2019/04/30,52.0584,6.7379,0.0,31.3268,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170417_20190430_C01_V01,LC08_CU_006013_20170417_C01_V01
123,LC08_CU_006014_20170417_20190430_C01_V01,2017/04/17,CU,6,14,2019/04/30,4.4185,1.2339,0.0,75.2623,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170417_20190430_C01_V01,LC08_CU_006014_20170417_C01_V01
128,LC08_CU_006014_20170419_20181127_C01_V01,2017/04/19,CU,6,14,2018/11/27,0.0,0.0,0.0,92.5281,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170419_20181127_C01_V01,LC08_CU_006014_20170419_C01_V01
129,LC08_CU_007013_20170419_20181122_C01_V01,2017/04/19,CU,7,13,2018/11/22,0.0321,0.0061,0.0,36.0498,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170419_20181122_C01_V01,LC08_CU_007013_20170419_C01_V01
130,LC08_CU_007014_20170419_20181127_C01_V01,2017/04/19,CU,7,14,2018/11/27,0.0117,0.0039,0.0,3.1404,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20170419_20181127_C01_V01,LC08_CU_007014_20170419_C01_V01
134,LC08_CU_006013_20170426_20190430_C01_V01,2017/04/26,CU,6,13,2019/04/30,0.0589,0.0289,0.0,35.6033,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170426_20190430_C01_V01,LC08_CU_006013_20170426_C01_V01
135,LC08_CU_006014_20170426_20190430_C01_V01,2017/04/26,CU,6,14,2019/04/30,1.778,1.5032,0.0,2.4752,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170426_20190430_C01_V01,LC08_CU_006014_20170426_C01_V01
136,LC08_CU_007013_20170426_20181201_C01_V01,2017/04/26,CU,7,13,2018/12/01,0.013000000000000001,0.0018,0.0,30.7462,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170426_20181201_C01_V01,LC08_CU_007013_20170426_C01_V01
137,LC08_CU_007014_20170426_20190430_C01_V01,2017/04/26,CU,7,14,2019/04/30,1.8254,0.4605,0.0,72.6932,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20170426_20190430_C01_V01,LC08_CU_007014_20170426_C01_V01
141,LC08_CU_007014_20170428_20181127_C01_V01,2017/04/28,CU,7,14,2018/11/27,96.4588,1.0815,0.0,94.8912,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20170428_20181127_C01_V01,LC08_CU_007014_20170428_C01_V01
142,LC08_CU_006013_20170503_20190430_C01_V01,2017/05/03,CU,6,13,2019/04/30,0.0463,0.022000000000000002,0.0,27.9125,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170503_20190430_C01_V01,LC08_CU_006013_20170503_C01_V01
143,LC08_CU_006014_20170503_20190430_C01_V01,2017/05/03,CU,6,14,2019/04/30,0.1952,0.0984,0.0,71.8798,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170503_20190430_C01_V01,LC08_CU_006014_20170503_C01_V01
148,LC08_CU_006014_20170505_20181122_C01_V01,2017/05/05,CU,6,14,2018/11/22,0.0,0.0,0.0,94.2988,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170505_20181122_C01_V01,LC08_CU_006014_20170505_C01_V01
149,LC08_CU_007013_20170505_20181127_C01_V01,2017/05/05,CU,7,13,2018/11/27,0.0083,0.0,0.0,39.2038,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170505_20181127_C01_V01,LC08_CU_007013_20170505_C01_V01
150,LC08_CU_007014_20170505_20181127_C01_V01,2017/05/05,CU,7,14,2018/11/27,0.0064,0.0034,0.0,4.4931,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20170505_20181127_C01_V01,LC08_CU_007014_20170505_C01_V01
154,LC08_CU_006013_20170512_20190430_C01_V01,2017/05/12,CU,6,13,2019/04/30,0.09699999999999999,0.027000000000000003,0.0,38.0734,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170512_20190430_C01_V01,LC08_CU_006013_20170512_C01_V01
155,LC08_CU_006014_20170512_20190430_C01_V01,2017/05/12,CU,6,14,2019/04/30,0.0744,0.0216,0.0,3.3752,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170512_20190430_C01_V01,LC08_CU_006014_20170512_C01_V01
156,LC08_CU_007013_20170512_20190430_C01_V01,2017/05/12,CU,7,13,2019/04/30,0.3346,0.2182,0.0,28.2276,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170512_20190430_C01_V01,LC08_CU_007013_20170512_C01_V01
157,LC08_CU_007014_20170512_20190430_C01_V01,2017/05/12,CU,7,14,2019/04/30,0.0,0.0,0.0,70.2214,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20170512_20190430_C01_V01,LC08_CU_007014_20170512_C01_V01
161,LC08_CU_007014_20170514_20181130_C01_V01,2017/05/14,CU,7,14,2018/11/30,51.7119,2.9905,0.0,94.9286,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20170514_20181130_C01_V01,LC08_CU_007014_20170514_C01_V01
162,LC08_CU_006013_20170519_20190430_C01_V01,2017/05/19,CU,6,13,2019/04/30,0.0026,0.0,0.0,29.1771,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170519_20190430_C01_V01,LC08_CU_006013_20170519_C01_V01
163,LC08_CU_006014_20170519_20190430_C01_V01,2017/05/19,CU,6,14,2019/04/30,0.78,0.3202,0.0,73.1688,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170519_20190430_C01_V01,LC08_CU_006014_20170519_C01_V01
168,LC08_CU_006014_20170521_20181127_C01_V01,2017/05/21,CU,6,14,2018/11/27,0.0,0.0,0.0,93.6461,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170521_20181127_C01_V01,LC08_CU_006014_20170521_C01_V01
169,LC08_CU_007013_20170521_20181209_C01_V01,2017/05/21,CU,7,13,2018/12/09,0.0551,0.0236,0.0,38.0346,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170521_20181209_C01_V01,LC08_CU_007013_20170521_C01_V01
170,LC08_CU_007014_20170521_20181209_C01_V01,2017/05/21,CU,7,14,2018/12/09,0.0044,0.0034,0.0,3.9523,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20170521_20181209_C01_V01,LC08_CU_007014_20170521_C01_V01
174,LC08_CU_006013_20170528_20190430_C01_V01,2017/05/28,CU,6,13,2019/04/30,0.0,0.0,0.0,37.1204,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170528_20190430_C01_V01,LC08_CU_006013_20170528_C01_V01
175,LC08_CU_006014_20170528_20190430_C01_V01,2017/05/28,CU,6,14,2019/04/30,0.0005,0.0,0.0,3.0031,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170528_20190430_C01_V01,LC08_CU_006014_20170528_C01_V01
176,LC08_CU_007013_20170528_20190430_C01_V01,2017/05/28,CU,7,13,2019/04/30,0.11199999999999999,0.0592,0.0,29.1798,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170528_20190430_C01_V01,LC08_CU_007013_20170528_C01_V01
